2;3689.48;9.50;297.49;big
2;3705.10;9.50;171.48;big
2;3681.71;9.50;66.67;big
2;3806.80;9.50;59.79;big
2;3810.48;9.50;198.34;big
2;3806.24;9.50;302.84;big
3;3085.77;11.40;1671.98;big
3;3138.46;10.80;1600.40;big
3;3153.05;10.50;1533.41;big
3;3114.94;10.70;1759.86;big
3;3234.84;11.40;1781.49;big
3;3122.74;10.80;1841.34;big
3;3258.03;10.80;1597.66;big
3;3260.18;10.70;1699.85;big
3;3364.01;10.70;1667.27;big
3;3360.67;11.40;1764.89;big
4;1672.17;9.50;855.12;big
4;1768.12;9.50;811.22;big
4;1864.85;9.50;817.35;big
4;1864.13;9.50;737.93;big
4;1950.13;9.50;781.76;big
4;2024.58;9.50;778.18;small
5;2617.45;9.50;155.94;big
5;2654.72;9.50;241.88;big
5;2733.29;9.50;273.56;big
5;2822.16;9.50;272.73;big
6;1920.95;9.50;1302.06;big
6;1961.30;9.50;1251.96;big
6;2035.74;9.50;1243.18;big
6;1958.70;9.50;1338.68;small
6;2091.70;9.50;1256.71;small
7;1901.88;9.50;1163.26;big
7;1966.78;9.50;1117.66;small
7;1990.72;9.50;1179.14;small
8;2122.42;9.50;1727.45;big
8;1998.94;9.50;1732.09;big
8;1980.74;9.50;1660.33;big
8;1939.60;9.50;1586.84;big
8;2066.79;9.50;1564.56;small
8;1858.11;9.50;1721.53;big
8;1885.60;9.50;1591.48;big
8;1846.47;9.50;1745.92;small
8;1924.47;9.50;1781.45;small
9;2351.65;9.50;61.98;big
9;2433.00;9.50;56.44;big
9;2508.42;9.50;75.28;big
9;2604.90;9.50;59.84;big
9;2685.61;9.50;51.10;big
10;2107.82;9.50;26.20;big
10;2187.55;9.50;39.50;big
10;2237.56;9.50;76.83;big
10;2235.48;9.50;27.82;big
11;2525.33;9.50;1900.33;big
11;2551.13;9.50;1845.07;big
11;2624.88;9.50;1791.63;big
11;2704.61;9.50;1770.11;small
12;1785.01;9.50;419.86;big
12;1816.00;9.50;362.50;big
12;1860.91;9.50;290.25;big
12;1685.41;9.50;393.12;big
12;1781.79;9.50;273.38;big
13;1943.99;9.50;244.36;big
13;2013.40;9.50;203.13;big
13;1911.30;9.50;160.35;big
13;1996.26;9.50;125.87;big
13;1942.43;9.50;71.47;big
14;1770.85;9.50;1078.09;big
14;1747.80;9.50;962.43;big
14;1855.26;9.50;958.03;big
14;1874.68;9.50;1060.51;big
14;1926.75;9.50;904.74;small
14;1952.78;9.50;1060.78;small
15;2820.28;9.50;1997.38;big
15;3039.44;9.50;2023.77;small
16;2032.90;9.50;2023.82;big
16;2017.68;9.50;1942.12;big
16;2115.02;9.50;2027.75;big
16;2200.62;9.50;2015.35;small
16;2083.04;9.50;1895.45;small
17;2425.74;9.50;2011.67;big
17;2377.21;9.50;2035.74;small
17;2296.67;9.50;1987.12;small
18;2002.19;10.30;1469.11;big
18;1915.82;9.50;1433.52;big
18;1827.64;9.50;1405.84;big
18;2084.87;9.50;1512.64;big
19;2361.46;9.50;159.65;big
19;2456.35;9.50;168.19;big
19;2530.45;9.50;231.07;big
19;2591.65;9.50;295.09;small
19;2279.89;9.50;139.96;small
19;2298.08;9.50;228.48;small
20;3727.13;9.50;1304.17;big
20;3704.99;9.50;1396.09;big
20;3694.21;9.50;1206.44;small
21;3857.98;9.50;1175.35;big
21;3965.78;9.50;1196.98;big
21;3904.57;9.50;1270.19;big
21;3882.16;9.50;1391.52;big
22;1911.62;10.00;1869.90;big
22;1977.72;10.10;1849.70;big
22;2059.23;10.30;1823.63;big
23;3552.77;9.50;1222.96;big
23;3600.83;9.50;1162.18;big
23;3530.53;9.50;1146.50;small
23;3508.27;10.10;1114.88;small
24;3183.47;9.50;136.40;big
24;3260.02;9.50;117.87;big
24;3248.08;9.50;188.52;big
24;3246.00;9.50;236.32;small
24;3329.28;9.50;156.84;big
25;2717.66;11.00;335.96;small
25;2816.48;10.70;314.37;small
25;2893.17;11.40;299.69;small
26;2424.94;11.00;1864.18;big
26;2435.81;12.50;1792.95;big
26;2428.27;12.30;1727.11;big
26;2336.00;11.50;1721.99;big
26;2346.94;14.00;1784.83;big
26;2400.45;12.90;1851.47;small
27;2249.34;10.80;188.33;small
27;2210.02;14.00;294.80;big
27;2310.63;10.50;309.12;big
27;2337.59;13.30;363.44;big
27;2350.23;11.40;250.83;big
27;2411.56;10.50;289.52;big
28;2441.80;11.10;361.81;big
28;2527.48;11.50;349.40;big
28;2594.65;9.50;381.54;big
28;2625.61;11.20;464.57;small
29;2944.94;10.10;216.49;small
29;2997.76;9.50;166.27;small
29;3054.57;10.10;120.98;big
29;3146.74;10.30;184.60;small
29;3200.39;10.10;219.53;small
30;2782.65;10.80;211.94;big
30;2724.17;11.10;157.28;big
31;2027.37;12.30;1154.78;big
31;2136.71;11.10;1164.30;big
32;2121.31;11.50;1925.85;big
32;2176.28;12.90;1853.34;big
32;2228.65;11.60;1944.54;big
32;2278.04;10.40;1868.91;big
32;2334.32;10.30;1930.75;big
32;2341.36;11.20;2002.25;small
32;2420.18;10.70;1942.66;small
32;2215.63;10.10;1993.55;small
33;2007.63;10.40;1013.59;big
33;1995.34;11.50;936.62;big
33;2049.49;10.40;885.06;small
33;2059.16;10.70;827.09;small
34;2228.13;12.20;1773.43;big
34;2234.27;11.20;1713.03;big
34;2232.24;12.10;1643.75;big
34;2183.13;11.10;1783.66;small
35;2653.34;11.50;1703.35;big
35;2722.89;11.40;1706.12;big
35;2594.20;10.50;1752.37;small
35;2567.04;11.80;1782.64;small
36;2115.57;10.40;228.87;big
36;2118.04;10.80;166.96;big
36;2132.82;10.70;95.22;small
36;2187.29;12.20;197.33;small
37;3653.79;11.00;1104.82;big
37;3730.27;12.10;1138.90;big
37;3757.13;10.30;1215.33;big
37;3823.23;10.30;1260.86;small
38;3688.02;11.40;883.37;small
38;3683.89;10.30;806.78;small
38;3729.51;10.80;736.26;small
38;3726.12;11.00;677.62;small
38;3716.30;11.20;625.65;big
38;3731.91;10.70;548.56;small
39;3394.00;12.70;1332.37;big
39;3358.96;11.50;1280.97;big
39;3440.71;13.00;1282.58;big
39;3382.71;13.00;1246.48;big
39;3425.26;11.00;1200.93;big
39;3470.27;13.30;1227.42;big
40;3405.22;10.50;1070.35;small
40;3480.78;12.10;1057.73;small
40;3529.91;11.60;1054.45;big
40;3584.35;10.10;1095.89;small
41;3620.57;15.50;591.76;big
41;3553.77;12.90;528.02;big
41;3638.78;10.70;522.74;big
42;3222.17;11.00;1195.61;big
42;3188.20;11.80;1157.79;big
42;3239.62;11.10;1128.53;big
42;3297.87;10.70;1122.72;big
42;3346.90;10.00;1126.66;big
42;3373.98;10.10;1117.93;small
42;3431.77;10.40;1111.95;small
43;2123.14;12.50;1659.33;big
43;2117.34;12.90;1597.52;big
43;2186.42;10.40;1569.62;big
43;2273.08;15.80;1508.36;small
44;3440.12;9.50;457.59;small
44;3481.87;9.50;466.34;small
44;3531.04;9.50;474.16;small
45;3056.20;9.50;37.26;big
45;3154.64;9.50;34.89;big
45;3242.18;9.50;25.81;big
45;3125.50;9.50;84.15;small
46;3471.77;9.50;1494.82;big
46;3468.60;9.50;1633.14;big
46;3479.66;9.50;1761.51;big
46;3626.08;9.50;1558.99;big
46;3613.35;9.50;1714.09;big
47;3814.70;9.50;523.96;big
47;3864.71;9.50;595.36;big
47;3851.80;9.50;676.20;big
47;3819.15;9.50;765.37;small
48;3370.51;9.50;44.65;big
48;3465.07;9.50;27.35;big
48;3552.00;9.50;32.58;big
49;1758.86;9.50;651.79;big
49;1655.21;9.50;701.37;big
49;1665.25;9.50;616.89;big
49;1684.36;9.50;513.65;big
49;1593.49;9.50;576.57;big
49;1594.45;9.50;719.31;big
50;3319.33;10.10;1198.27;big
50;3364.23;9.50;1169.13;small
50;3417.49;9.50;1143.13;small
50;3450.83;9.50;1136.21;small
51;3776.51;9.50;816.31;big
51;3763.06;9.50;896.71;big
51;3726.68;9.50;786.73;small
51;3728.46;10.10;929.72;small
52;3674.71;9.50;1002.74;big
52;3765.65;9.50;1021.78;big
52;3820.40;9.50;1040.03;big
52;3627.77;9.50;1047.69;small
53;2881.27;9.50;182.76;big
53;2822.82;9.50;125.58;big
53;2873.25;9.50;37.74;big
53;2929.82;9.50;89.22;big
53;3003.56;9.50;117.34;small
54;3655.80;9.50;414.08;big
